Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TRR-ACG1-2","TRNA-Arg (Anticodon ACG) 1-2","RNA Gene","","9","GC06P172804","1.38322126865387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRR-ACG1-2"
"LINC01405","Long Intergenic Non-Protein Coding RNA 1405","RNA Gene","","24","GC12P110991","1.38112020492554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01405"
"IGKC","Immunoglobulin Kappa Constant","Protein Coding","P01834","41","GC02M092645","1.37971711158752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC"
"PSG2","Pregnancy Specific Beta-1-Glycoprotein 2","Protein Coding","P11465","46","GC19M043064","1.37775695323944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG2"
"HSPA14","Heat Shock Protein Family A (Hsp70) Member 14","Protein Coding","Q0VDF9","49","GC10P014860","1.37668824195862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA14"
"SLC9A8","Solute Carrier Family 9 Member A8","Protein Coding","Q9Y2E8","48","GC20P051169","1.36277651786804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A8"
"MYO1B","Myosin IB","Protein Coding","O43795","51","GC02P191246","1.36118769645691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1B"
"NMRAL1","NmrA Like Redox Sensor 1","Protein Coding","Q9HBL8","44","GC16M004461","1.3600172996521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMRAL1"
"AQP10","Aquaporin 10","Protein Coding","Q96PS8","47","GC01P154321","1.35614001750946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP10"
"KCNJ9","Potassium Inwardly Rectifying Channel Subfamily J Member 9","Protein Coding","Q92806","51","GC01P170723","1.33879339694977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ9"
"PRM2","Protamine 2","Protein Coding","P04554","46","GC16M027318","1.33740615844727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRM2"
"TBX2","T-Box Transcription Factor 2","Protein Coding","Q13207","59","GC17P061399","1.32973527908325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX2"
"BPIFB1","BPI Fold Containing Family B Member 1","Protein Coding","Q8TDL5","45","GC20P033273","1.3242084980011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPIFB1"
"LOC126861666","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr12:124232793-124233992","Functional Element","","8","GC12P136596","1.31332039833069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126861666"
"STX6","Syntaxin 6","Protein Coding","O43752","50","GC01M180972","1.31234550476074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX6"
"MYL6","Myosin Light Chain 6","Protein Coding","P60660","51","GC12P056158","1.30805730819702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6"
"LINC00578","Long Intergenic Non-Protein Coding RNA 578","RNA Gene","","16","GC03P177441","1.30742955207825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00578"
"MIR561","MicroRNA 561","RNA Gene","","25","GC02P188297","1.30209958553314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR561"
"ASIC5","Acid Sensing Ion Channel Subunit Family Member 5","Protein Coding","Q9NY37","46","GC04M155829","1.28807330131531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC5"
"GOLPH3L","Golgi Phosphoprotein 3 Like","Protein Coding","Q9H4A5","41","GC01M164899","1.28244972229004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLPH3L"
"KCNIP2","Potassium Voltage-Gated Channel Interacting Protein 2","Protein Coding","Q9NS61","51","GC10M101825","1.27563679218292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP2"
"GTF2B","General Transcription Factor IIB","Protein Coding","Q00403","51","GC01M088853","1.27490794658661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2B"
"GFOD3P","Gfo/Idh/MocA-Like Oxidoreductase Domain Containing 3, Pseudogene","Pseudogene","","28","GC01M003735","1.27478933334351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFOD3P"
"MIR340","MicroRNA 340","RNA Gene","","28","GC05M180015","1.27387940883636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR340"
"REG1A","Regenerating Family Member 1 Alpha","Protein Coding","P05451","52","GC02P079120","1.27224624156952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG1A"
"PYROXD1","Pyridine Nucleotide-Disulphide Oxidoreductase Domain 1","Protein Coding","Q8WU10","48","GC12P021437","1.27101016044617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYROXD1"
"SNORA9","Small Nucleolar RNA, H/ACA Box 9","RNA Gene","","15","GC07M044985","1.2614369392395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA9"
"ITPRID2","ITPR Interacting Domain Containing 2","Protein Coding","P28290","41","GC02P181892","1.25828516483307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPRID2"
"GRINA","Glutamate Ionotropic Receptor NMDA Type Subunit Associated Protein 1","Protein Coding","Q7Z429","45","GC08P143990","1.25460827350616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRINA"
"DOCK9","Dedicator Of Cytokinesis 9","Protein Coding","Q9BZ29","50","GC13M098793","1.23324227333069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK9"
"TPPP3","Tubulin Polymerization Promoting Protein Family Member 3","Protein Coding","Q9BW30","48","GC16M067389","1.2329443693161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP3"
"TFDP1","Transcription Factor Dp-1","Protein Coding","Q14186","55","GC13P113584","1.23279225826263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP1"
"CAP1","Cyclase Associated Actin Cytoskeleton Regulatory Protein 1","Protein Coding","Q01518","51","GC01P062028","1.22898685932159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAP1"
"MIR19B2","MicroRNA 19b-2","RNA Gene","","20","GC0XM134522","1.22898685932159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19B2"
"MMGT1","Membrane Magnesium Transporter 1","Protein Coding","Q8N4V1","44","GC0XM135962","1.22704434394836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMGT1"
"FOXD2-AS1","FOXD2 Adjacent Opposite Strand RNA 1","RNA Gene","","23","GC01M047432","1.22175216674805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD2-AS1"
"CLEC4M","C-Type Lectin Domain Family 4 Member M","Protein Coding","Q9H2X3","52","GC19P007763","1.21706056594849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4M"
"CARD16","Caspase Recruitment Domain Family Member 16","Protein Coding","Q5EG05","44","GC11M105041","1.20863652229309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD16"
"KIR2DL1","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","P43626","47","GC19P133681","1.20569109916687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL1"
"H1-5","H1.5 Linker Histone, Cluster Member","Protein Coding","P16401","51","GC06M101373","1.20534014701843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5"
"CHCHD7","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 7","Protein Coding","Q9BUK0","44","GC08P056211","1.20322692394257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD7"
"NELFE","Negative Elongation Factor Complex Member E","Protein Coding","P18615","44","GC06M031952","1.20131289958954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFE"
"RPRM","Reprimo, TP53 Dependent G2 Arrest Mediator Homolog","Protein Coding","Q9NS64","44","GC02M153477","1.19842565059662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPRM"
"MREG","Melanoregulin","Protein Coding","Q8N565","41","GC02M216010","1.19842565059662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MREG"
"ZXDA","Zinc Finger X-Linked Duplicated A","Protein Coding","P98168","39","GC0XM057905","1.19842565059662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZXDA"
"NBDY","Negative Regulator Of P-Body Association","Protein Coding","A0A0U1RRE5","21","GC0XP059546","1.19842565059662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBDY"
"MSMB","Microseminoprotein Beta","Protein Coding","P08118","51","GC10M046033","1.19816374778748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSMB"
"LRCH4","Leucine Rich Repeats And Calponin Homology Domain Containing 4","Protein Coding","O75427","46","GC07M100574","1.19566488265991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH4"
"LIAT1","Ligand Of ATE1","Protein Coding","Q6ZQX7","41","GC17P000410","1.18651151657104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAT1"
"ATP6V1D","ATPase H+ Transporting V1 Subunit D","Protein Coding","Q9Y5K8","49","GC14M067294","1.17749571800232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1D"
"CDC6","Cell Division Cycle 6","Protein Coding","Q99741","59","GC17P040287","1.17436194419861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6"
"HNF4G","Hepatocyte Nuclear Factor 4 Gamma","Protein Coding","Q14541","50","GC08P075407","1.17231214046478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4G"
"IL22RA2","Interleukin 22 Receptor Subunit Alpha 2","Protein Coding","Q969J5","50","GC06M137143","1.16852939128876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA2"
"MYL12A","Myosin Light Chain 12A","Protein Coding","P19105","50","GC18P003238","1.16852939128876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","P43629","51","GC19P133684","1.16590523719788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"STAB1","Stabilin 1","Protein Coding","Q9NY15","50","GC03P052495","1.16509318351746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1"
"SLC38A4","Solute Carrier Family 38 Member 4","Protein Coding","Q969I6","47","GC12M046764","1.16404700279236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A4"
"TMOD3","Tropomodulin 3","Protein Coding","Q9NYL9","50","GC15P051829","1.14933466911316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD3"
"FBLN1","Fibulin 1","Protein Coding","P23142","56","GC22P045502","1.1490695476532","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN1"
"SCARF1","Scavenger Receptor Class F Member 1","Protein Coding","Q14162","48","GC17M088006","1.14396595954895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARF1"
"ATAD5","ATPase Family AAA Domain Containing 5","Protein Coding","Q96QE3","46","GC17P133312","1.13851618766785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD5"
"POF1B","POF1B Actin Binding Protein","Protein Coding","Q8WVV4","47","GC0XM085277","1.13469767570496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POF1B"
"DGCR2","DiGeorge Syndrome Critical Region Gene 2","Protein Coding","P98153","51","GC22M020333","1.13339972496033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR2"
"VSX1","Visual System Homeobox 1","Protein Coding","Q9NZR4","48","GC20M025070","1.13031697273254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSX1"
"EVPL","Envoplakin","Protein Coding","Q92817","49","GC17M076004","1.12630546092987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVPL"
"TTTY15","Testis Expressed Transcript, Y-Linked 15","RNA Gene","","20","GC0YP012686","1.11878848075867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY15"
"MUS81","MUS81 Structure-Specific Endonuclease Subunit","Protein Coding","Q96NY9","52","GC11P099000","1.11446714401245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUS81"
"DBH-AS1","DBH Antisense RNA 1","RNA Gene","","26","GC09M133654","1.11332488059998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH-AS1"
"SHOX2","SHOX Homeobox 2","Protein Coding","O60902","50","GC03M158095","1.10746479034424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX2"
"NKX2-3","NK2 Homeobox 3","Protein Coding","Q8TAU0","44","GC10P099532","1.10158288478851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-3"
"MPP1","MAGUK P55 Scaffold Protein 1","Protein Coding","Q00013","51","GC0XM154779","1.09914863109589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP1"
"ELOF1","Elongation Factor 1","Protein Coding","P60002","46","GC19M011551","1.09751725196838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOF1"
"ORC4","Origin Recognition Complex Subunit 4","Protein Coding","O43929","53","GC02M147930","1.09631407260895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORC4"
"TRERNA1","Translation Regulatory Long Non-Coding RNA 1","RNA Gene","","22","GC20M050040","1.09146022796631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRERNA1"
"SYNJ2BP-COX16","SYNJ2BP-COX16 Readthrough","Protein Coding","","19","GC14M070325","1.0895836353302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNJ2BP-COX16"
"PAFAH2","Platelet Activating Factor Acetylhydrolase 2","Protein Coding","Q99487","48","GC01M032174","1.08683347702026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH2"
"TLCD4","TLC Domain Containing 4","Protein Coding","Q96MV1","41","GC01P095092","1.0804340839386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLCD4"
"MSX1","Msh Homeobox 1","Protein Coding","P28360","57","GC04P006097","1.07805335521698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX1"
"NUTM2F","NUT Family Member 2F","Protein Coding","A1L443","37","GC09M094318","1.07643461227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTM2F"
"FBLN2","Fibulin 2","Protein Coding","P98095","54","GC03P024276","1.07513821125031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN2"
"FCRL6","Fc Receptor Like 6","Protein Coding","Q6DN72","45","GC01P159800","1.07461333274841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRL6"
"C1orf174","Chromosome 1 Open Reading Frame 174","Protein Coding","Q8IYL3","37","GC01M003889","1.07336091995239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf174"
"CNNM3","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 3","Protein Coding","Q8NE01","48","GC02P098489","1.06326985359192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM3"
"TGM4","Transglutaminase 4","Protein Coding","P49221","50","GC03P044874","1.06007051467896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM4"
"SNHG17","Small Nucleolar RNA Host Gene 17","RNA Gene","","25","GC20M038936","1.05894458293915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG17"
"TMEM176A","Transmembrane Protein 176A","Protein Coding","Q96HP8","40","GC07P150800","1.05281746387482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM176A"
"KIFC1","Kinesin Family Member C1","Protein Coding","Q9BW19","50","GC06P033391","1.04366636276245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFC1"
"KCNJ14","Potassium Inwardly Rectifying Channel Subfamily J Member 14","Protein Coding","Q9UNX9","47","GC19P048455","1.04269981384277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ14"
"CLEC4D","C-Type Lectin Domain Family 4 Member D","Protein Coding","Q8WXI8","47","GC12P008509","1.04161739349365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4D"
"CLEC4E","C-Type Lectin Domain Family 4 Member E","Protein Coding","Q9ULY5","47","GC12M032984","1.04036498069763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4E"
"HSP90AA2P","Heat Shock Protein 90 Alpha Family Class A Member 2, Pseudogene","Pseudogene","Q14568","28","GC11M027888","1.0380654335022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA2P"
"UBE2V1","Ubiquitin Conjugating Enzyme E2 V1","Protein Coding","Q13404","54","GC20M050082","1.02844893932343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2V1"
"SMCP","Sperm Mitochondria Associated Cysteine Rich Protein","Protein Coding","P49901","42","GC01P152878","1.02786731719971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCP"
"KRBOX4","KRAB Box Domain Containing 4","Protein Coding","Q5JUW0","38","GC0XP059154","1.02758073806763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRBOX4"
"RN7SL1","RNA Component Of Signal Recognition Particle 7SL1","RNA Gene","","27","GC14P052227","1.02168965339661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL1"
"SLC26A5","Solute Carrier Family 26 Member 5","Protein Coding","P58743","54","GC07M103352","1.02151346206665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A5"
"SNX15","Sorting Nexin 15","Protein Coding","Q9NRS6","44","GC11P098929","1.01596021652222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX15"
"LOC109029530","HSD3B2 5' Regulatory Region","Functional Element","","7","GC01P119594","1.01570558547974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109029530"
"NRM","Nurim","Protein Coding","Q8IXM6","43","GC06M100219","1.01170182228088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRM"
"SCEL","Sciellin","Protein Coding","O95171","42","GC13P077535","1.00990033149719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCEL"
"OPTC","Opticin","Protein Coding","Q9UBM4","50","GC01P203494","1.00727820396423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPTC"
"S100A14","S100 Calcium Binding Protein A14","Protein Coding","Q9HCY8","47","GC01M153614","1.0071427822113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A14"
"SKAP2","Src Kinase Associated Phosphoprotein 2","Protein Coding","O75563","48","GC07M026654","1.00080561637878","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP2"
"RNU7-66P","RNA, U7 Small Nuclear 66 Pseudogene","Pseudogene","","8","GC06M066728","0.996691346168518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU7-66P"
"MEIOB","Meiosis Specific With OB-Fold","Protein Coding","Q8N635","44","GC16M001833","0.991945266723633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEIOB"
"RTL9","Retrotransposon Gag Like 9","Protein Coding","Q8NET4","38","GC0XP110359","0.977792084217072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTL9"
"CRIP1","Cysteine Rich Protein 1","Protein Coding","P50238","45","GC14P105486","0.974109947681427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIP1"
"EDN2","Endothelin 2","Protein Coding","P20800","51","GC01M041478","0.967967212200165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN2"
"GTF3A","General Transcription Factor IIIA","Protein Coding","Q92664","45","GC13P028175","0.96700519323349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3A"
"IFNW1","Interferon Omega 1","Protein Coding","P05000","48","GC09M021140","0.957858562469482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNW1"
"HCG18","HLA Complex Group 18","RNA Gene","","18","GC06M100204","0.955442726612091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG18"
"GPR65","G Protein-Coupled Receptor 65","Protein Coding","Q8IYL9","50","GC14P088005","0.949500381946564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR65"
"NIBAN2","Niban Apoptosis Regulator 2","Protein Coding","Q96TA1","47","GC09M128145","0.94160383939743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIBAN2"
"RNF19A","Ring Finger Protein 19A, RBR E3 Ubiquitin Protein Ligase","Protein Coding","Q9NV58","51","GC08M100257","0.933274388313293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF19A"
